data,pedido_id,categoria,produto,regiao,canal,quantidade,preco_unitario,receita
2025-09-28,13256,Moda,Tênis Esportivo,Sudeste,Loja Física,3,379.05,1137.15
2025-09-28,13257,Moda,Jaqueta,Sudeste,Site,1,246.05,246.05
2025-09-28,13258,Moda,Relógio,Centro-Oeste,App,3,296.1,888.3
2025-09-28,13259,Informática,Mouse Gamer,Sudeste,App,1,151.05,151.05
2025-09-29,13260,Informática,Mouse Gamer,Nordeste,Site,2,151.05,302.1
2025-09-30,13261,Moda,Relógio,Nordeste,Site,2,329.0,658.0
2025-09-30,13262,Informática,SSD 1TB,Sudeste,Site,3,429.0,1287.0
2025-09-30,13263,Moda,Tênis Esportivo,Sudeste,Site,2,399.0,798.0
2025-09-30,13264,Eletrônicos,Smartwatch,Sudeste,Site,2,899.0,1798.0
2025-09-30,13265,Eletrônicos,Smartphone,Sudeste,Loja Física,1,1899.0,1899.0
2025-09-30,13266,Informática,Teclado Mecânico,Nordeste,App,1,349.0,349.0
2025-09-30,13267,Casa,Air Fryer,Norte,Loja Física,3,436.05,1308.15
2025-09-30,13268,Moda,Relógio,Sudeste,Loja Física,2,312.55,625.1
2025-09-30,13269,Eletrônicos,Fone Bluetooth,Sul,App,3,249.0,747.0
2025-10-01,13270,Informática,"Monitor 24""",Sudeste,Site,2,999.0,1998.0
2025-10-01,13271,Esporte,Bicicleta,Sudeste,App,1,1439.1,1439.1
2025-10-01,13272,Eletrônicos,Smartphone,Centro-Oeste,App,3,1899.0,5697.0
2025-10-02,13273,Moda,Jaqueta,Sudeste,Loja Física,1,259.0,259.0
2025-10-02,13274,Moda,Jaqueta,Nordeste,App,1,259.0,259.0
2025-10-02,13275,Informática,SSD 1TB,Nordeste,Loja Física,1,386.1,386.1
2025-10-02,13276,Informática,Mouse Gamer,Sul,App,1,159.0,159.0
2025-10-02,13277,Moda,Tênis Esportivo,Sudeste,App,1,379.05,379.05
2025-10-02,13278,Casa,Liquidificador,Sul,App,1,179.1,179.1
2025-10-03,13279,Eletrônicos,Fone Bluetooth,Nordeste,Loja Física,3,224.1,672.3
2025-10-03,13280,Eletrônicos,Smartwatch,Sul,Loja Física,3,899.0,2697.0
2025-10-03,13281,Moda,Tênis Esportivo,Sul,Site,3,379.05,1137.15
2025-10-03,13282,Eletrônicos,Smartwatch,Nordeste,App,1,899.0,899.0
2025-10-03,13283,Casa,Cafeteira,Nordeste,Site,2,289.0,578.0
2025-10-04,13284,Esporte,Bicicleta,Centro-Oeste,App,2,1599.0,3198.0
2025-10-04,13285,Casa,Cafeteira,Sul,App,2,289.0,578.0
2025-10-04,13286,Casa,Cafeteira,Sudeste,Site,3,289.0,867.0
2025-10-04,13287,Informática,Mouse Gamer,Centro-Oeste,Loja Física,1,151.05,151.05
2025-10-04,13288,Esporte,Halteres 10kg,Nordeste,Site,1,179.55,179.55
2025-10-04,13289,Casa,Cafeteira,Sudeste,Loja Física,1,260.1,260.1
2025-10-05,13290,Moda,Tênis Esportivo,Sudeste,App,3,399.0,1197.0
2025-10-05,13291,Casa,Air Fryer,Sul,Loja Física,3,413.1,1239.3
2025-10-05,13292,Casa,Air Fryer,Sudeste,Site,2,459.0,918.0
2025-10-06,13293,Eletrônicos,Fone Bluetooth,Sudeste,Site,1,249.0,249.0
2025-10-06,13294,Casa,Air Fryer,Nordeste,Site,2,459.0,918.0
2025-10-06,13295,Esporte,Halteres 10kg,Centro-Oeste,App,1,189.0,189.0
2025-10-06,13296,Casa,Air Fryer,Sul,Site,3,459.0,1377.0
2025-10-07,13297,Moda,Jaqueta,Sudeste,Site,2,220.15,440.3
2025-10-07,13298,Casa,Liquidificador,Nordeste,Site,1,199.0,199.0
2025-10-07,13299,Eletrônicos,Smartwatch,Norte,App,2,899.0,1798.0
2025-10-07,13300,Esporte,Halteres 10kg,Norte,Site,3,189.0,567.0
2025-10-07,13301,Esporte,Halteres 10kg,Sudeste,Site,1,189.0,189.0
2025-10-08,13302,Esporte,Tapete Yoga,Nordeste,App,3,99.0,297.0
2025-10-08,13303,Informática,SSD 1TB,Centro-Oeste,App,1,429.0,429.0
2025-10-08,13304,Eletrônicos,Smartphone,Nordeste,Site,1,1804.05,1804.05
2025-10-08,13305,Informática,"Monitor 24""",Sudeste,App,1,999.0,999.0
2025-10-08,13306,Esporte,Tapete Yoga,Nordeste,Site,2,99.0,198.0
2025-10-09,13307,Eletrônicos,Fone Bluetooth,Nordeste,Site,2,249.0,498.0
2025-10-09,13308,Eletrônicos,Smartwatch,Sudeste,Site,2,899.0,1798.0
2025-10-09,13309,Casa,Liquidificador,Sudeste,Site,1,169.15,169.15
2025-10-09,13310,Esporte,Tapete Yoga,Nordeste,App,2,94.05,188.1
2025-10-09,13311,Eletrônicos,Notebook,Sudeste,Loja Física,2,3399.15,6798.3
2025-10-09,13312,Casa,Cafeteira,Norte,Loja Física,3,289.0,867.0
2025-10-10,13313,Casa,Air Fryer,Nordeste,App,3,459.0,1377.0
2025-10-10,13314,Casa,Cafeteira,Sudeste,Site,1,289.0,289.0
2025-10-10,13315,Eletrônicos,Notebook,Nordeste,Site,3,3999.0,11997.0
2025-10-10,13316,Casa,Liquidificador,Nordeste,App,2,199.0,398.0
2025-10-11,13317,Informática,SSD 1TB,Sudeste,App,2,386.1,772.2
2025-10-11,13318,Eletrônicos,Fone Bluetooth,Sul,App,3,211.65,634.95
2025-10-11,13319,Moda,Jaqueta,Sudeste,Loja Física,3,233.1,699.3
2025-10-11,13320,Informática,"Monitor 24""",Sudeste,App,1,999.0,999.0
2025-10-12,13321,Informática,Teclado Mecânico,Sul,Loja Física,3,349.0,1047.0
2025-10-12,13322,Moda,Relógio,Sudeste,Site,1,296.1,296.1
2025-10-12,13323,Informática,Mouse Gamer,Nordeste,Site,3,151.05,453.15
2025-10-12,13324,Esporte,Bicicleta,Sul,App,3,1599.0,4797.0
2025-10-12,13325,Eletrônicos,Smartwatch,Centro-Oeste,Site,1,899.0,899.0
2025-10-13,13326,Moda,Relógio,Sudeste,App,3,312.55,937.65
2025-10-13,13327,Casa,Liquidificador,Norte,Site,1,199.0,199.0
2025-10-13,13328,Esporte,Tapete Yoga,Sul,Site,3,94.05,282.15
2025-10-13,13329,Casa,Aspirador Robô,Sudeste,App,2,1299.0,2598.0
2025-10-13,13330,Informática,"Monitor 24""",Norte,App,1,999.0,999.0
2025-10-14,13331,Casa,Air Fryer,Sudeste,Site,1,436.05,436.05
2025-10-14,13332,Eletrônicos,Fone Bluetooth,Nordeste,Site,3,249.0,747.0
2025-10-14,13333,Casa,Aspirador Robô,Centro-Oeste,App,2,1299.0,2598.0
2025-10-14,13334,Eletrônicos,Smartphone,Sul,Site,1,1899.0,1899.0
2025-10-15,13335,Moda,Relógio,Sul,App,2,329.0,658.0
2025-10-15,13336,Esporte,Esteira,Sudeste,App,3,2799.0,8397.0
2025-10-15,13337,Esporte,Bicicleta,Nordeste,Site,1,1599.0,1599.0
2025-10-15,13338,Moda,Relógio,Sudeste,Site,2,312.55,625.1
2025-10-15,13339,Esporte,Bicicleta,Nordeste,App,1,1599.0,1599.0
2025-10-15,13340,Esporte,Esteira,Sudeste,Site,3,2799.0,8397.0
2025-10-15,13341,Informática,Mouse Gamer,Nordeste,App,2,151.05,302.1
2025-10-15,13342,Esporte,Halteres 10kg,Nordeste,Site,3,160.65,481.95
2025-10-15,13343,Casa,Air Fryer,Sul,Site,2,436.05,872.1
2025-10-15,13344,Casa,Aspirador Robô,Sudeste,Loja Física,3,1299.0,3897.0
2025-10-16,13345,Esporte,Esteira,Sul,App,1,2799.0,2799.0
2025-10-16,13346,Moda,Tênis Esportivo,Sudeste,Site,1,399.0,399.0
2025-10-16,13347,Eletrônicos,Smartwatch,Sudeste,App,1,764.15,764.15
2025-10-16,13348,Casa,Cafeteira,Centro-Oeste,App,2,274.55,549.1
2025-10-16,13349,Esporte,Halteres 10kg,Norte,Site,3,170.1,510.3
2025-10-18,13350,Esporte,Bicicleta,Centro-Oeste,Site,3,1599.0,4797.0
2025-10-18,13351,Informática,"Monitor 24""",Sul,Loja Física,2,999.0,1998.0
2025-10-18,13352,Casa,Aspirador Robô,Nordeste,Site,2,1299.0,2598.0
2025-10-18,13353,Eletrônicos,Notebook,Sudeste,Site,2,3999.0,7998.0
2025-10-18,13354,Casa,Air Fryer,Nordeste,App,1,459.0,459.0
2025-10-19,13355,Casa,Liquidificador,Sudeste,App,1,199.0,199.0
2025-10-19,13356,Informática,"Monitor 24""",Sudeste,App,2,999.0,1998.0
2025-10-19,13357,Esporte,Halteres 10kg,Sudeste,Site,1,189.0,189.0
2025-10-20,13358,Moda,Tênis Esportivo,Sudeste,Site,3,399.0,1197.0
2025-10-20,13359,Casa,Aspirador Robô,Nordeste,App,3,1169.1,3507.3
2025-10-21,13360,Casa,Aspirador Robô,Nordeste,App,3,1299.0,3897.0
2025-10-21,13361,Informática,SSD 1TB,Sudeste,Site,1,386.1,386.1
2025-10-21,13362,Moda,Mochila,Sudeste,App,2,161.1,322.2
2025-10-21,13363,Esporte,Tapete Yoga,Nordeste,Site,3,94.05,282.15
2025-10-21,13364,Esporte,Bicicleta,Nordeste,Site,2,1599.0,3198.0
2025-10-21,13365,Moda,Tênis Esportivo,Centro-Oeste,App,3,399.0,1197.0
2025-10-22,13366,Moda,Relógio,Sudeste,App,1,312.55,312.55
2025-10-22,13367,Esporte,Esteira,Centro-Oeste,App,1,2799.0,2799.0
2025-10-22,13368,Informática,Teclado Mecânico,Nordeste,App,3,331.55,994.65
2025-10-22,13369,Eletrônicos,Smartwatch,Centro-Oeste,Loja Física,3,899.0,2697.0
2025-10-22,13370,Casa,Air Fryer,Nordeste,App,2,459.0,918.0
2025-10-22,13371,Esporte,Halteres 10kg,Sudeste,App,2,189.0,378.0
2025-10-22,13372,Moda,Relógio,Sudeste,Loja Física,2,312.55,625.1
2025-10-22,13373,Moda,Jaqueta,Sudeste,Loja Física,2,246.05,492.1
2025-10-23,13374,Esporte,Tapete Yoga,Sudeste,App,2,94.05,188.1
2025-10-23,13375,Eletrônicos,Smartphone,Sudeste,App,2,1804.05,3608.1
2025-10-23,13376,Informática,Mouse Gamer,Centro-Oeste,Loja Física,3,159.0,477.0
2025-10-23,13377,Eletrônicos,Smartphone,Sudeste,App,2,1899.0,3798.0
2025-10-23,13378,Moda,Relógio,Nordeste,App,3,296.1,888.3
2025-10-23,13379,Informática,"Monitor 24""",Sul,App,1,999.0,999.0
2025-10-23,13380,Eletrônicos,Smartphone,Sudeste,App,1,1899.0,1899.0
2025-10-23,13381,Moda,Jaqueta,Sudeste,App,2,259.0,518.0
2025-10-24,13382,Informática,"Monitor 24""",Sul,App,3,849.15,2547.45
2025-10-24,13383,Esporte,Bicicleta,Nordeste,Site,2,1599.0,3198.0
2025-10-24,13384,Eletrônicos,Fone Bluetooth,Sudeste,Site,1,249.0,249.0
2025-10-24,13385,Informática,"Monitor 24""",Sul,App,1,999.0,999.0
2025-10-24,13386,Casa,Air Fryer,Centro-Oeste,App,1,459.0,459.0
2025-10-24,13387,Informática,Teclado Mecânico,Sudeste,Loja Física,3,349.0,1047.0
2025-10-25,13388,Informática,"Monitor 24""",Sudeste,Loja Física,1,999.0,999.0
2025-10-25,13389,Casa,Aspirador Robô,Norte,Loja Física,2,1169.1,2338.2
2025-10-25,13390,Esporte,Esteira,Sudeste,App,1,2799.0,2799.0
2025-10-26,13391,Moda,Mochila,Sudeste,Site,3,170.05,510.15
2025-10-26,13392,Eletrônicos,Smartwatch,Sudeste,Loja Física,2,899.0,1798.0
2025-10-26,13393,Casa,Air Fryer,Sudeste,Loja Física,1,459.0,459.0
2025-10-26,13394,Esporte,Bicicleta,Nordeste,Site,3,1519.05,4557.15
2025-10-26,13395,Informática,SSD 1TB,Norte,Loja Física,2,407.55,815.1
2025-10-26,13396,Eletrônicos,Fone Bluetooth,Sul,Site,3,236.55,709.65
2025-10-27,13397,Moda,Tênis Esportivo,Norte,Site,3,399.0,1197.0
2025-10-27,13398,Moda,Jaqueta,Nordeste,App,1,259.0,259.0
2025-10-27,13399,Moda,Relógio,Sudeste,Site,3,312.55,937.65
2025-10-27,13400,Esporte,Tapete Yoga,Centro-Oeste,Loja Física,3,99.0,297.0
2025-10-27,13401,Esporte,Esteira,Nordeste,App,1,2379.15,2379.15
2025-10-27,13402,Moda,Jaqueta,Sudeste,Loja Física,2,259.0,518.0
2025-10-27,13403,Moda,Mochila,Centro-Oeste,Site,1,179.0,179.0
2025-10-28,13404,Moda,Tênis Esportivo,Sudeste,App,1,399.0,399.0
2025-10-28,13405,Eletrônicos,Notebook,Sudeste,Site,3,3799.05,11397.15
2025-10-28,13406,Casa,Air Fryer,Nordeste,Loja Física,3,459.0,1377.0
2025-10-28,13407,Informática,SSD 1TB,Centro-Oeste,Loja Física,3,429.0,1287.0
2025-10-28,13408,Casa,Liquidificador,Centro-Oeste,Loja Física,1,189.05,189.05
2025-10-29,13409,Esporte,Halteres 10kg,Centro-Oeste,Loja Física,3,170.1,510.3
2025-10-29,13410,Informática,SSD 1TB,Sul,Site,3,364.65,1093.95
2025-10-29,13411,Esporte,Tapete Yoga,Norte,Site,3,99.0,297.0
2025-10-29,13412,Moda,Tênis Esportivo,Sudeste,Loja Física,3,399.0,1197.0
2025-10-29,13413,Informática,SSD 1TB,Sudeste,Site,2,407.55,815.1
2025-10-30,13414,Moda,Relógio,Sul,Site,2,329.0,658.0
2025-10-30,13415,Eletrônicos,Notebook,Centro-Oeste,Site,1,3399.15,3399.15
2025-10-31,13416,Esporte,Tapete Yoga,Sudeste,Site,3,99.0,297.0
2025-10-31,13417,Moda,Relógio,Nordeste,Site,2,279.65,559.3
2025-10-31,13418,Informática,Teclado Mecânico,Sul,Site,2,331.55,663.1
2025-10-31,13419,Moda,Tênis Esportivo,Sul,Site,1,379.05,379.05
2025-10-31,13420,Esporte,Tapete Yoga,Sudeste,Loja Física,2,94.05,188.1
2025-10-31,13421,Eletrônicos,Smartwatch,Nordeste,App,2,809.1,1618.2
2025-10-31,13422,Informática,"Monitor 24""",Sul,Loja Física,1,899.1,899.1
2025-10-31,13423,Esporte,Halteres 10kg,Sul,Site,3,160.65,481.95
2025-11-01,13424,Informática,"Monitor 24""",Sudeste,App,3,899.1,2697.3
2025-11-01,13425,Moda,Relógio,Nordeste,App,1,329.0,329.0
2025-11-01,13426,Esporte,Tapete Yoga,Sudeste,Site,1,94.05,94.05
2025-11-01,13427,Esporte,Halteres 10kg,Sudeste,Site,2,189.0,378.0
2025-11-01,13428,Esporte,Esteira,Sul,Site,1,2379.15,2379.15
2025-11-01,13429,Casa,Liquidificador,Centro-Oeste,App,2,199.0,398.0
2025-11-01,13430,Eletrônicos,Smartphone,Nordeste,App,1,1804.05,1804.05
2025-11-01,13431,Casa,Cafeteira,Nordeste,Loja Física,2,289.0,578.0
2025-11-01,13432,Esporte,Tapete Yoga,Sudeste,Site,3,94.05,282.15
2025-11-01,13433,Informática,"Monitor 24""",Nordeste,App,3,949.05,2847.15
2025-11-01,13434,Eletrônicos,Smartphone,Sul,App,1,1709.1,1709.1
2025-11-01,13435,Moda,Mochila,Sudeste,App,1,170.05,170.05
2025-11-01,13436,Eletrônicos,Fone Bluetooth,Sudeste,Site,1,249.0,249.0
2025-11-01,13437,Esporte,Tapete Yoga,Sudeste,App,2,99.0,198.0
2025-11-01,13438,Esporte,Esteira,Sudeste,App,1,2799.0,2799.0
2025-11-01,13439,Eletrônicos,Smartwatch,Centro-Oeste,Loja Física,2,764.15,1528.3
2025-11-02,13440,Eletrônicos,Smartphone,Nordeste,Site,1,1804.05,1804.05
2025-11-02,13441,Moda,Jaqueta,Sudeste,Site,1,259.0,259.0
2025-11-02,13442,Informática,Teclado Mecânico,Sudeste,Site,1,349.0,349.0
2025-11-02,13443,Esporte,Halteres 10kg,Norte,Site,2,189.0,378.0
2025-11-02,13444,Casa,Aspirador Robô,Centro-Oeste,App,1,1299.0,1299.0
2025-11-02,13445,Casa,Air Fryer,Sul,Loja Física,3,459.0,1377.0
2025-11-02,13446,Casa,Cafeteira,Sudeste,App,3,289.0,867.0
2025-11-02,13447,Moda,Relógio,Sudeste,Site,2,329.0,658.0
2025-11-02,13448,Esporte,Halteres 10kg,Sudeste,Site,3,189.0,567.0
2025-11-02,13449,Informática,Teclado Mecânico,Sudeste,App,2,349.0,698.0
2025-11-02,13450,Esporte,Tapete Yoga,Centro-Oeste,Site,2,94.05,188.1
2025-11-02,13451,Casa,Air Fryer,Norte,Site,1,436.05,436.05
2025-11-02,13452,Eletrônicos,Notebook,Norte,App,3,3799.05,11397.15
2025-11-03,13453,Informática,SSD 1TB,Sudeste,App,2,386.1,772.2
2025-11-03,13454,Moda,Jaqueta,Sudeste,Site,1,259.0,259.0
2025-11-03,13455,Informática,Mouse Gamer,Sudeste,Site,3,143.1,429.3
2025-11-03,13456,Moda,Relógio,Sudeste,App,1,329.0,329.0
2025-11-03,13457,Eletrônicos,Smartwatch,Nordeste,Site,1,854.05,854.05
2025-11-03,13458,Casa,Cafeteira,Sul,Loja Física,2,289.0,578.0
2025-11-03,13459,Esporte,Halteres 10kg,Sudeste,Loja Física,3,189.0,567.0
2025-11-03,13460,Casa,Aspirador Robô,Sudeste,Site,1,1234.05,1234.05
2025-11-04,13461,Esporte,Bicicleta,Nordeste,App,3,1599.0,4797.0
2025-11-04,13462,Moda,Tênis Esportivo,Sudeste,Loja Física,2,399.0,798.0
2025-11-04,13463,Casa,Aspirador Robô,Sudeste,App,1,1299.0,1299.0
2025-11-04,13464,Informática,SSD 1TB,Sul,App,2,429.0,858.0
2025-11-04,13465,Moda,Relógio,Nordeste,Site,1,329.0,329.0
2025-11-04,13466,Moda,Jaqueta,Sudeste,App,3,259.0,777.0
2025-11-04,13467,Esporte,Bicicleta,Sudeste,Site,3,1519.05,4557.15
2025-11-04,13468,Moda,Tênis Esportivo,Centro-Oeste,Site,2,379.05,758.1
2025-11-04,13469,Casa,Liquidificador,Nordeste,Site,1,199.0,199.0
2025-11-04,13470,Informática,Teclado Mecânico,Centro-Oeste,Loja Física,1,349.0,349.0
2025-11-05,13471,Esporte,Halteres 10kg,Sudeste,Site,3,189.0,567.0
2025-11-05,13472,Esporte,Tapete Yoga,Sudeste,Site,2,94.05,188.1
2025-11-05,13473,Informática,"Monitor 24""",Sudeste,Loja Física,2,999.0,1998.0
2025-11-05,13474,Moda,Mochila,Nordeste,Loja Física,2,179.0,358.0
2025-11-05,13475,Esporte,Halteres 10kg,Centro-Oeste,Site,1,189.0,189.0
2025-11-05,13476,Informática,"Monitor 24""",Nordeste,App,1,999.0,999.0
2025-11-05,13477,Casa,Cafeteira,Sudeste,App,1,274.55,274.55
2025-11-05,13478,Informática,Mouse Gamer,Sudeste,App,1,143.1,143.1
2025-11-05,13479,Informática,Mouse Gamer,Sul,App,1,151.05,151.05
2025-11-05,13480,Informática,SSD 1TB,Centro-Oeste,Site,2,429.0,858.0
2025-11-05,13481,Informática,SSD 1TB,Nordeste,Site,2,429.0,858.0
2025-11-05,13482,Informática,Teclado Mecânico,Sul,App,1,349.0,349.0
2025-11-05,13483,Eletrônicos,Smartphone,Sudeste,Site,2,1899.0,3798.0
2025-11-05,13484,Eletrônicos,Smartwatch,Nordeste,Site,1,809.1,809.1
2025-11-05,13485,Moda,Jaqueta,Sudeste,Loja Física,2,259.0,518.0
2025-11-05,13486,Eletrônicos,Smartwatch,Sudeste,App,3,899.0,2697.0
2025-11-05,13487,Eletrônicos,Smartwatch,Sudeste,App,3,809.1,2427.3
2025-11-05,13488,Eletrônicos,Smartphone,Sudeste,App,1,1804.05,1804.05
2025-11-05,13489,Casa,Aspirador Robô,Sudeste,App,1,1234.05,1234.05
2025-11-05,13490,Moda,Mochila,Sudeste,App,1,170.05,170.05
2025-11-05,13491,Moda,Jaqueta,Sudeste,App,3,246.05,738.15
2025-11-06,13492,Esporte,Bicicleta,Norte,Loja Física,2,1519.05,3038.1
2025-11-06,13493,Casa,Air Fryer,Sudeste,App,2,413.1,826.2
2025-11-06,13494,Eletrônicos,Smartphone,Sudeste,Loja Física,3,1899.0,5697.0
2025-11-06,13495,Moda,Mochila,Sudeste,Loja Física,1,170.05,170.05
2025-11-06,13496,Esporte,Halteres 10kg,Sul,App,3,170.1,510.3
2025-11-06,13497,Moda,Jaqueta,Norte,App,1,220.15,220.15
2025-11-06,13498,Informática,Mouse Gamer,Centro-Oeste,App,3,159.0,477.0
2025-11-06,13499,Informática,"Monitor 24""",Centro-Oeste,Site,2,949.05,1898.1
2025-11-07,13500,Moda,Jaqueta,Nordeste,Loja Física,1,246.05,246.05
2025-11-07,13501,Esporte,Halteres 10kg,Centro-Oeste,Loja Física,1,189.0,189.0
2025-11-07,13502,Eletrônicos,Fone Bluetooth,Centro-Oeste,Site,3,249.0,747.0
2025-11-07,13503,Eletrônicos,Smartwatch,Sul,App,2,899.0,1798.0
2025-11-07,13504,Casa,Cafeteira,Nordeste,Loja Física,1,289.0,289.0
2025-11-07,13505,Informática,"Monitor 24""",Sudeste,Site,1,949.05,949.05
2025-11-07,13506,Eletrônicos,Notebook,Sudeste,Site,1,3999.0,3999.0
2025-11-07,13507,Esporte,Halteres 10kg,Sudeste,App,3,189.0,567.0
2025-11-07,13508,Moda,Mochila,Sul,App,3,161.1,483.3
2025-11-07,13509,Casa,Liquidificador,Sudeste,Site,1,199.0,199.0
2025-11-07,13510,Moda,Relógio,Norte,Site,1,329.0,329.0
2025-11-07,13511,Moda,Mochila,Sudeste,Loja Física,2,170.05,340.1
2025-11-07,13512,Esporte,Halteres 10kg,Sul,Site,2,189.0,378.0
2025-11-07,13513,Informática,SSD 1TB,Sudeste,Loja Física,2,386.1,772.2
2025-11-07,13514,Informática,"Monitor 24""",Sudeste,Loja Física,1,899.1,899.1
2025-11-07,13515,Esporte,Tapete Yoga,Nordeste,App,2,99.0,198.0
2025-11-08,13516,Casa,Liquidificador,Sul,Site,3,169.15,507.45
2025-11-08,13517,Eletrônicos,Smartphone,Sul,Site,2,1614.15,3228.3
2025-11-08,13518,Moda,Tênis Esportivo,Norte,App,2,399.0,798.0
2025-11-08,13519,Esporte,Bicicleta,Nordeste,App,2,1599.0,3198.0
2025-11-08,13520,Informática,"Monitor 24""",Centro-Oeste,Loja Física,1,999.0,999.0
2025-11-08,13521,Informática,"Monitor 24""",Nordeste,Loja Física,1,849.15,849.15
2025-11-08,13522,Casa,Aspirador Robô,Sudeste,Loja Física,1,1299.0,1299.0
2025-11-08,13523,Moda,Mochila,Norte,Site,1,152.15,152.15
2025-11-08,13524,Eletrônicos,Fone Bluetooth,Sudeste,App,2,236.55,473.1
2025-11-08,13525,Esporte,Bicicleta,Centro-Oeste,App,1,1439.1,1439.1
2025-11-08,13526,Esporte,Halteres 10kg,Nordeste,Site,1,189.0,189.0
2025-11-08,13527,Esporte,Esteira,Sul,App,1,2799.0,2799.0
2025-11-08,13528,Informática,"Monitor 24""",Sul,App,2,949.05,1898.1
2025-11-09,13529,Casa,Cafeteira,Nordeste,Site,1,289.0,289.0
2025-11-09,13530,Casa,Aspirador Robô,Sul,Loja Física,3,1169.1,3507.3
2025-11-09,13531,Informática,"Monitor 24""",Norte,Site,1,949.05,949.05
2025-11-09,13532,Eletrônicos,Smartphone,Sudeste,App,1,1899.0,1899.0
2025-11-09,13533,Eletrônicos,Fone Bluetooth,Sul,Loja Física,1,249.0,249.0
2025-11-09,13534,Moda,Mochila,Sudeste,Site,2,179.0,358.0
2025-11-09,13535,Esporte,Halteres 10kg,Nordeste,Loja Física,2,179.55,359.1
2025-11-09,13536,Informática,Teclado Mecânico,Sudeste,Loja Física,3,349.0,1047.0
2025-11-09,13537,Moda,Jaqueta,Nordeste,Site,1,259.0,259.0
2025-11-09,13538,Informática,SSD 1TB,Nordeste,Site,1,429.0,429.0
2025-11-09,13539,Moda,Mochila,Sudeste,Site,2,179.0,358.0
2025-11-09,13540,Casa,Air Fryer,Sudeste,Loja Física,1,413.1,413.1
2025-11-09,13541,Esporte,Bicicleta,Centro-Oeste,Site,3,1519.05,4557.15
2025-11-09,13542,Informática,"Monitor 24""",Sudeste,App,1,949.05,949.05
2025-11-10,13543,Informática,SSD 1TB,Norte,App,2,386.1,772.2
2025-11-10,13544,Eletrônicos,Fone Bluetooth,Sudeste,Site,3,224.1,672.3
2025-11-10,13545,Esporte,Bicicleta,Sul,App,3,1519.05,4557.15
2025-11-10,13546,Casa,Aspirador Robô,Sudeste,Loja Física,2,1299.0,2598.0
2025-11-10,13547,Moda,Jaqueta,Norte,Site,2,259.0,518.0
2025-11-10,13548,Informática,"Monitor 24""",Sudeste,App,2,999.0,1998.0
2025-11-10,13549,Esporte,Esteira,Norte,App,1,2799.0,2799.0
2025-11-10,13550,Moda,Relógio,Sudeste,Site,3,329.0,987.0
2025-11-10,13551,Informática,SSD 1TB,Sudeste,Site,2,429.0,858.0
2025-11-10,13552,Moda,Jaqueta,Sudeste,Site,1,233.1,233.1
2025-11-10,13553,Eletrônicos,Notebook,Sudeste,Loja Física,1,3399.15,3399.15
2025-11-10,13554,Eletrônicos,Notebook,Sul,App,3,3999.0,11997.0
2025-11-10,13555,Moda,Mochila,Sudeste,Site,3,161.1,483.3
2025-11-10,13556,Eletrônicos,Smartwatch,Sudeste,Site,2,854.05,1708.1
2025-11-10,13557,Casa,Air Fryer,Centro-Oeste,Site,3,459.0,1377.0
2025-11-10,13558,Casa,Cafeteira,Nordeste,Loja Física,3,274.55,823.65
2025-11-11,13559,Casa,Air Fryer,Nordeste,Loja Física,2,459.0,918.0
2025-11-11,13560,Eletrônicos,Smartphone,Sudeste,Site,1,1804.05,1804.05
2025-11-11,13561,Moda,Tênis Esportivo,Sudeste,Site,3,399.0,1197.0
2025-11-11,13562,Casa,Liquidificador,Sudeste,App,2,179.1,358.2
2025-11-11,13563,Informática,"Monitor 24""",Norte,App,3,999.0,2997.0
2025-11-11,13564,Casa,Air Fryer,Centro-Oeste,App,2,413.1,826.2
2025-11-11,13565,Eletrônicos,Smartwatch,Sudeste,Loja Física,3,854.05,2562.15
2025-11-11,13566,Eletrônicos,Notebook,Sudeste,App,2,3999.0,7998.0
2025-11-11,13567,Casa,Aspirador Robô,Sudeste,App,2,1299.0,2598.0
2025-11-12,13568,Moda,Relógio,Sudeste,App,3,312.55,937.65
2025-11-12,13569,Esporte,Tapete Yoga,Sudeste,App,3,89.1,267.3
2025-11-12,13570,Moda,Jaqueta,Centro-Oeste,Loja Física,1,246.05,246.05
2025-11-12,13571,Informática,Mouse Gamer,Sul,App,2,159.0,318.0
2025-11-12,13572,Esporte,Bicicleta,Nordeste,App,2,1599.0,3198.0
2025-11-12,13573,Eletrônicos,Fone Bluetooth,Sudeste,Site,2,236.55,473.1
2025-11-12,13574,Casa,Cafeteira,Sudeste,Site,2,274.55,549.1
2025-11-12,13575,Eletrônicos,Smartwatch,Nordeste,Loja Física,1,854.05,854.05
2025-11-12,13576,Esporte,Bicicleta,Nordeste,Loja Física,2,1599.0,3198.0
2025-11-12,13577,Informática,"Monitor 24""",Nordeste,Site,3,899.1,2697.3
2025-11-12,13578,Eletrônicos,Smartwatch,Centro-Oeste,Loja Física,3,854.05,2562.15
2025-11-13,13579,Esporte,Tapete Yoga,Nordeste,Site,3,94.05,282.15
2025-11-13,13580,Esporte,Bicicleta,Centro-Oeste,App,2,1599.0,3198.0
2025-11-13,13581,Eletrônicos,Fone Bluetooth,Sul,Loja Física,1,236.55,236.55
2025-11-13,13582,Informática,"Monitor 24""",Centro-Oeste,Site,3,999.0,2997.0
2025-11-13,13583,Casa,Air Fryer,Sudeste,Site,3,436.05,1308.15
2025-11-13,13584,Moda,Tênis Esportivo,Sul,App,2,399.0,798.0
